,Date,ticker,price,volume
10183,1/7/19,RCL,98.3687439,2150300
10184,1/8/19,RCL,100.3973694,1882300
10185,1/9/19,RCL,100.8127518,1454000
10186,1/10/19,RCL,101.3343964,1670800
10187,1/11/19,RCL,102.8027344,1305600
10188,1/14/19,RCL,101.4020233,1131700
10189,1/15/19,RCL,102.0299301,1452700
10190,1/16/19,RCL,102.068573,1169400
10191,1/17/19,RCL,103.4016647,1059200
10192,1/18/19,RCL,105.6331329,1877500
10193,1/22/19,RCL,104.9376144,2066400
10194,1/23/19,RCL,104.6284943,1505900
10195,1/24/19,RCL,106.0195465,965800
10196,1/25/19,RCL,107.9419022,1214100
10197,1/28/19,RCL,108.3959274,1470700
10198,1/29/19,RCL,108.2413712,2305700
10199,1/30/19,RCL,116.8678284,4819900
10200,1/31/19,RCL,115.9694366,2551900
10201,2/1/19,RCL,114.2885818,2042400
10202,2/4/19,RCL,114.9551315,1402600
10203,2/5/19,RCL,114.2016525,2070000
10204,2/6/19,RCL,114.1340256,2856100
10205,2/7/19,RCL,111.7479782,1688800
10206,2/8/19,RCL,110.9365311,2122500
10207,2/11/19,RCL,112.1537018,1569200
10208,2/12/19,RCL,112.3372574,1771400
10209,2/13/19,RCL,113.8345566,1296400
10210,2/14/19,RCL,113.2356339,971000
10211,2/15/19,RCL,113.9601364,1325500
10212,2/19/19,RCL,115.3029022,1935300
10213,2/20/19,RCL,116.7229309,1119600
10214,2/21/19,RCL,116.8581772,1974000
10215,2/22/19,RCL,116.8195267,838200
10216,2/25/19,RCL,116.4621048,872900
10217,2/26/19,RCL,115.5926971,909600
10218,2/27/19,RCL,114.4334869,1267700
10219,2/28/19,RCL,114.4528122,1059300
10220,3/1/19,RCL,114.984108,1378900
10221,3/4/19,RCL,113.6799927,1278600
10222,3/5/19,RCL,115.3511963,1189600
10223,3/6/19,RCL,113.7770309,1050100
10224,3/7/19,RCL,112.4360809,1775200
10225,3/8/19,RCL,113.2425995,1048000
10226,3/11/19,RCL,113.5729752,740900
10227,3/12/19,RCL,112.9996796,902800
10228,3/13/19,RCL,113.8061905,995600
10229,3/14/19,RCL,113.1551437,991600
10230,3/15/19,RCL,113.8644867,1142000
10231,3/18/19,RCL,114.9528046,1309100
10232,3/19/19,RCL,114.1171341,1084200
10233,3/20/19,RCL,112.7178802,1548000
10234,3/21/19,RCL,114.4377823,728200
10235,3/22/19,RCL,112.309761,1423000
